Ens.ID	TPM.kidney	TPM.testis	TPM.heart	TPM.brain	TPM.cerebellum	TPM.liver
ENSMODG00000017671	0.121524	1.719877	0.050294	0.140992	0.079506	0
ENSMODG00000017672	0	0.122055	0	0	0	0
ENSMODG00000017673	0.080328	0.264666	0.016026	13.302338	13.257422	0.015205
ENSMODG00000017674	1.418794	1.960188	0.025499	22.038485	13.392274	0
ENSMODG00000017676	7.111498	2.912938	5.890531	5.174503	6.91359	1.690662
ENSMODG00000017677	0.062541	0.253259	0.006355	0.681364	0.038463	0.371706
ENSMODG00000017679	0.344949	1.869178	0.384109	3.175415	1.826734	0.410153
ENSMODG00000017680	0.059796	0	0.012177	0.059452	0	0.011358
ENSMODG00000017682	18.840715	32.828594	10.184604	40.033661	54.019422	17.129672
ENSMODG00000017683	140.512026	50.490947	7.196973	18.371455	16.238768	200.413419
ENSMODG00000017684	0.321226	2.47187	0.026638	0.148374	0	0
ENSMODG00000017685	0	7.316962	0.169027	0.180272	0.030545	0
ENSMODG00000017686	0	48.648962	0	0	0	0
ENSMODG00000017687	7.557033	25.298473	1.992571	15.280638	11.817748	0.909041
ENSMODG00000017688	113.47359	37.46588	72.735913	99.663485	64.571953	289.339192
ENSMODG00000017689	5.851574	11.446008	6.297802	15.203542	17.242033	2.960612
ENSMODG00000017690	0.080054	0.52428	0	0.026295	0.096756	0
ENSMODG00000017691	0.039752	0	0.032942	3.30701	4.86279	0.058904
ENSMODG00000017693	3.384347	7.75571	2.239994	5.43092	7.466665	2.906878
ENSMODG00000017695	134.06388	48.421722	22.330353	82.443876	61.065471	67.50297
ENSMODG00000017696	0	0	0	0	0	0
ENSMODG00000017697	0	0.328225	0.185387	0.685537	0.725833	1.126751
ENSMODG00000017698	6.474454	21.49129	4.549749	36.752106	27.411437	8.175583
ENSMODG00000017699	1.874014	1.084662	2.872571	0.539583	1.436058	0.675529
ENSMODG00000017700	336.371093	205.339554	385.595721	485.551825	439.952314	123.310637
ENSMODG00000017701	0.761137	1.422335	5.418314	0.922167	0.916597	0.015847
ENSMODG00000017702	5.891717	8.784044	2.954319	13.128415	23.275506	2.125692
ENSMODG00000017703	8.842705	83.301975	4.768741	16.722459	19.181196	4.586564
ENSMODG00000017704	0.078004	0.750812	0.094841	4.209376	1.057097	0.315799
ENSMODG00000017705	0.013443	2.087164	0.016472	0.030838	0.017218	0.009622
ENSMODG00000017706	0.745398	1.740126	0.85821	1.616008	3.567005	0.833088
ENSMODG00000017709	3.167848	10.028172	1.714164	8.647846	10.077453	1.389625
ENSMODG00000017710	9.492496	12.558044	9.179031	15.654033	17.220863	6.283229
ENSMODG00000017711	12.278161	33.897318	2.790321	6.2537	12.901205	9.480329
ENSMODG00000017712	6.229359	6.342262	11.021516	11.100926	7.201065	1.196779
ENSMODG00000017713	0	0	0.061698	9.489063	0.468913	0
ENSMODG00000017714	2.371319	98.277248	0.130939	3.837541	0.819021	0
ENSMODG00000017715	4.633978	3.19823	4.360117	12.905079	8.152682	2.620699
ENSMODG00000017716	0.748395	5.338796	0.335209	0.428787	1.000184	1.381266
ENSMODG00000017717	5.059206	5.068508	3.874717	9.073543	4.707429	1.828678
ENSMODG00000017718	1.769301	4.73584	1.430537	5.561814	12.138992	0.4438
ENSMODG00000017719	8.75488	16.449688	37.389108	2.040582	2.549535	0.562967
ENSMODG00000017721	2.371737	10.080361	1.918019	9.803258	12.728141	2.599452
ENSMODG00000017722	24.475466	15.099624	24.416411	121.145759	122.624341	5.283824
ENSMODG00000017725	0.944199	19.341285	9.076764	0	0.018678	0
ENSMODG00000017726	0.39358	2.820283	0.977122	5.31456	19.161822	1.388182
ENSMODG00000017728	0	0	0	14.159981	33.183597	0
ENSMODG00000017729	10.20802	45.885625	4.490195	22.761853	24.338653	4.741458
ENSMODG00000017730	0	0.029376	0	60.070042	143.3154	0
ENSMODG00000017731	0	0.225083	0.038155	0.232299	0	0
ENSMODG00000017732	5.256959	1.449631	1.820818	2.20663	1.815335	2.554201
ENSMODG00000017733	0.041607	3.916916	6.723468	4.720504	20.624652	0
ENSMODG00000017735	0.047359	9.279732	0	0	0	0
ENSMODG00000017736	3.862423	8.276357	1.694496	4.643799	6.881523	3.065863
ENSMODG00000017737	9.441932	51.224006	5.042095	12.245883	9.983532	3.224568
ENSMODG00000017738	0.091972	2.321445	0.282979	0.280072	0.114588	0.065239
ENSMODG00000017741	6.821065	27.568015	4.545081	18.967927	19.792379	2.976208
ENSMODG00000017742	3.052555	4.152456	2.985035	36.759173	31.158925	5.358813
ENSMODG00000017743	101.823264	75.791604	114.910873	311.019236	432.52725	75.667457
ENSMODG00000017744	79.962047	133.273168	73.644069	218.964643	179.740904	54.032758
ENSMODG00000017745	2.16167	27.516894	1.472265	2.454729	5.381502	1.057138
ENSMODG00000017747	7.628243	3.001982	8.346758	15.571451	19.493879	3.764606
ENSMODG00000017748	29.176987	40.909803	8.179195	50.19115	89.475831	15.131245
ENSMODG00000017750	3.086806	2.32536	1.273142	3.937323	9.590274	1.666083
ENSMODG00000017751	431.737684	184.051574	547.462042	833.049855	896.180727	223.696038
ENSMODG00000017753	2.464558	8.408649	2.616435	4.341087	6.4851	0.544566
ENSMODG00000017755	10.056496	6.118225	1.480391	19.450432	26.439574	16.767087
ENSMODG00000017756	0.191134	0.131487	0.75074	23.929927	42.354048	0.036908
ENSMODG00000017758	5.439271	44.002964	52.468749	86.778368	77.067472	7.803951
ENSMODG00000017759	0.043422	0.165883	0	1.909694	2.60218	0.016921
ENSMODG00000017760	53.81789	63.780376	13.028423	62.0072	64.476295	70.57979
ENSMODG00000017762	0	5.181331	0.008728	0.149971	0.082997	0.016074
ENSMODG00000017763	3.920105	35.082244	1.534047	5.350701	12.750757	11.119334
ENSMODG00000017765	1.956528	3.639522	1.262282	6.048751	7.370971	1.13618
ENSMODG00000017766	0.909978	3.447886	0.902135	2.713197	3.386149	0.903957
ENSMODG00000017770	0	0.014937	0.002495	0.142026	1.751501	0.009556
ENSMODG00000017771	1.211798	0.870949	6.507661	1.265782	0.790347	1.222106
ENSMODG00000017772	0.129179	0.198712	0.270725	0.12971	0.142496	0.352325
ENSMODG00000017773	6.701308	30.388394	3.544892	9.658796	7.733282	2.661646
ENSMODG00000017776	0.118614	0.314841	0.02974	24.355821	38.694294	0.500708
ENSMODG00000017777	0.250094	8.351383	0.155867	3.275803	0.885862	0.10649
ENSMODG00000017778	2.185556	6.715769	1.524024	3.678274	5.518153	1.256675
ENSMODG00000017780	10.637076	2.164821	0.731658	4.220975	4.147878	24.089737
ENSMODG00000017781	0.886926	2.590559	0.567554	1.723811	0.904307	0
ENSMODG00000017782	0.474742	5.113479	1.767938	0.747226	0.615298	0.464998
ENSMODG00000017783	0.623842	9.933572	0.206093	5.294897	6.872928	0.017462
ENSMODG00000017784	0	0.955065	0	0	0	0
ENSMODG00000017786	537.184794	57.328804	1386.006874	254.563555	274.292922	0.7153
ENSMODG00000017787	3.253742	7.610768	1.162605	11.381777	10.774944	1.542884
ENSMODG00000017788	3.890041	18.744475	3.037895	15.97157	28.863399	2.686575
ENSMODG00000017789	1.317492	4.476075	0.734291	2.038063	5.017619	0.462625
ENSMODG00000017791	0.22321	4.22637	0.182042	0.947319	3.982178	0.131242
ENSMODG00000017792	0.467688	36.471592	0.546207	2.369255	2.482259	0.370357
ENSMODG00000017794	2.712695	0.806602	0.929067	1.01079	1.143592	0.826886
ENSMODG00000017795	0.613051	0.72626	0.2866	9.380821	3.315306	0.025246
ENSMODG00000017796	2.037688	0.040831	0	0	0.028788	8.106025
ENSMODG00000017797	0.500751	1.120363	0.182641	193.949835	217.718424	0.097299
ENSMODG00000017799	8.075293	6.570186	3.68721	11.647782	12.97153	3.954814
ENSMODG00000017800	0	0	0	0	0	0
ENSMODG00000017801	1.539109	2.676002	1.055103	4.477097	2.980965	0.722675
ENSMODG00000017802	0.024778	0.209401	0.025463	6.584121	5.226049	0
ENSMODG00000017803	1.941005	5.603903	2.237887	8.935046	10.043164	1.19383
ENSMODG00000017805	1.971229	6.268002	1.591473	5.884393	4.650178	0.800044
ENSMODG00000017806	1.654879	7.514139	0.641023	19.97067	17.715653	0.189736
ENSMODG00000017807	2.449979	6.119107	1.684337	1.100976	0.507584	0.586567
ENSMODG00000017809	0	0.088933	0	0.049164	0.883644	0.031631
ENSMODG00000017810	0.082786	0.049649	0.122727	0.071759	0.054554	0.323583
ENSMODG00000017811	2.289379	5.427049	1.043554	4.599835	2.81797	1.539828
ENSMODG00000017812	0	0	0	2.145716	0	0
ENSMODG00000017813	14.354743	7.879167	12.699875	18.425892	8.476636	6.073212
ENSMODG00000017815	0	0.021414	0.003713	0	0	0
ENSMODG00000017816	2.243861	15.440841	1.369936	6.149456	15.807559	1.060567
ENSMODG00000017817	0.854774	31.383652	0.093538	4.043823	1.875385	0.014689
ENSMODG00000017819	1.533704	0.182129	0	0	0	0.018562
ENSMODG00000017820	1.992406	2.42535	1.834199	3.924719	5.290408	1.23442
ENSMODG00000017821	6.314375	2.19274	0	7.377768	0.635548	2.924849
ENSMODG00000017822	1.086857	17.847484	2.109396	3.55013	6.305592	1.222786
ENSMODG00000017824	12.868166	8.707655	8.473687	13.830827	15.380029	6.418712
ENSMODG00000017825	1.234714	0.630689	0.811177	1.804569	8.199108	1.999888
ENSMODG00000017826	1.536118	13.1379	1.090131	3.82135	5.410956	0.844277
ENSMODG00000017827	26.444828	18.193387	1.85893	3.212149	2.079653	1.629275
ENSMODG00000017828	18.85961	402.887784	1.351847	0	19.736093	4.59554
ENSMODG00000017829	1.16377	0.031903	0.031005	0.041965	0	34.682417
ENSMODG00000017831	0.899834	1.424879	0.945217	2.080689	2.524007	0.418313
ENSMODG00000017834	12.448769	37.508974	4.146052	27.041939	31.513127	6.563527
ENSMODG00000017836	0.061991	0.078564	0.018073	0.391363	0.301016	0
ENSMODG00000017837	3.433422	7.171381	2.825862	6.464361	3.48765	1.565462
ENSMODG00000017838	0.093149	0.054648	0.018745	0.105581	0	0.067544
ENSMODG00000017839	0	0.021549	0	0	0	0
ENSMODG00000017840	0.477735	0.296034	0.428668	6.660311	3.653174	0.796185
ENSMODG00000017841	0.547662	0.14856	0.31504	0.071	0.394445	1.893592
ENSMODG00000017842	0	0.290711	0	0	0	0.366117
ENSMODG00000017844	4.062934	4.909016	23.481618	76.51019	60.963659	13.779899
ENSMODG00000017846	1.880994	1.206807	0.794719	1.291352	0.805503	1.786927
ENSMODG00000017847	0.21375	0.091658	0.411907	0.672615	1.335786	0.438922
ENSMODG00000017848	14.991843	23.335842	8.124904	39.915108	40.010956	4.767069
ENSMODG00000017849	0.647994	3.42217	0.029276	0.192254	0.2708	0.186674
ENSMODG00000017850	0	0.020931	0	0	0	0
ENSMODG00000017851	9.343143	15.596958	4.213254	24.966296	46.179349	8.824722
ENSMODG00000017852	4.915373	1.220396	0.03236	0.016575	0	1.033484
ENSMODG00000017853	8.365942	8.349723	2.100152	8.434565	13.675255	5.277771
ENSMODG00000017856	0.072901	0	0	5.455387	2.120429	0.360369
ENSMODG00000017858	2.810018	8.817182	1.846014	7.254868	9.75113	1.3507
ENSMODG00000017859	0.591079	0.237622	10.793718	0.311832	2.969661	0.248659
ENSMODG00000017860	13.570135	18.964748	6.272079	49.695469	43.471993	4.65345
ENSMODG00000017861	0	1.243462	0	0	0	0
ENSMODG00000017867	2.773944	5.761653	2.186612	8.780059	10.587281	1.480582
ENSMODG00000017868	0.628615	29.045711	0.584186	1.970722	4.50283	0.202884
ENSMODG00000017869	0.624414	3.765297	0.166831	0.320453	0.615025	0.373269
ENSMODG00000017870	0	0.204835	0.031325	0.179055	0	0
ENSMODG00000017872	4.536901	10.753365	2.001028	11.074848	17.560392	1.845595
ENSMODG00000017873	2.731698	21.309031	1.65259	11.517527	47.961277	1.503039
ENSMODG00000017875	0.706647	28.82251	0.617374	2.165871	3.167126	0.384735
ENSMODG00000017877	1.147483	0.915979	0.088105	0.734127	0.305297	0.055713
ENSMODG00000017880	8.271053	5.642181	3.225643	10.968545	16.434375	3.420355
ENSMODG00000017881	1.260018	1.001431	2.179967	1.378453	1.1336	0.111424
ENSMODG00000017882	4.847495	10.386561	4.964246	3.403288	3.943897	2.065127
ENSMODG00000017883	0	246.323759	0	2.32429	0.367127	0.030633
ENSMODG00000017884	6.434136	9.031024	4.54964	13.564947	12.661274	2.375552
ENSMODG00000017885	0	21.07059	0	0	0	0
ENSMODG00000017886	5.660235	5462.116504	0.486867	1.311179	0	0.827541
ENSMODG00000017887	0.855474	14.911073	0.237068	1.005941	1.420008	0.356565
ENSMODG00000017888	2.862168	11.868234	3.817162	2.147962	3.848145	1.966693
ENSMODG00000017889	11.20418	27.252122	6.592663	3.074628	2.009502	4.707262
ENSMODG00000017890	0	13.423945	0	0	0	0
ENSMODG00000017891	0	0.052218	0	0.741173	0.349231	0
ENSMODG00000017895	0.062217	1.052228	0.067257	0.128274	0.023309	0.019785
ENSMODG00000017897	0.023258	0.148755	0	6.454749	0.228745	0
ENSMODG00000017898	7.534006	5.20046	2.465514	0.446972	0.205454	51.819604
ENSMODG00000017899	0.835125	0.05745	0.227866	38.796951	32.102354	0
ENSMODG00000017900	5.990589	13.889307	37.388072	21.477849	21.535912	3.374699
ENSMODG00000017901	0	1.002951	0	0	0	0
ENSMODG00000017902	31.10704	17.154581	23.732586	63.393414	63.899119	21.341175
ENSMODG00000017903	5.43501	2.949374	2.021735	2.448276	1.748749	2.407248
ENSMODG00000017904	3.043598	0.080404	0	0.1527	0.213286	0
ENSMODG00000017905	9.174795	57.466889	8.245318	93.029899	73.189473	1.801781
ENSMODG00000017906	6.545365	7.020741	4.331179	377.826556	155.251329	5.886119
ENSMODG00000017907	1.39106	0.09009	1.318133	0.54517	0.313962	0.192958
ENSMODG00000017908	0	5.643952	0	0	0	3.524681
ENSMODG00000017909	0.173181	0.194121	2.323494	2.103583	2.229362	0.142578
ENSMODG00000017910	0.882716	2.844635	0.737996	3.145838	5.66046	0.556592
ENSMODG00000017913	32.22034	111.826184	31.478829	51.241844	65.033319	21.85472
ENSMODG00000017914	2.95511	2.866717	0.493884	1.036094	0.891567	8.806664
ENSMODG00000017915	3.321804	0.572361	2.276073	2.765494	4.124402	1.296595
ENSMODG00000017916	3.967343	6.776291	2.302866	9.660823	14.311469	3.554637
ENSMODG00000017917	18.879889	8.143011	17.345312	22.079861	38.190881	6.221717
ENSMODG00000017919	1.963218	6.871537	0.932875	7.295742	4.212908	0.811187
ENSMODG00000017923	7.849146	14.380849	4.990726	16.766298	16.971243	3.533867
ENSMODG00000017924	12.400218	42.86116	9.214322	37.045191	33.78864	3.952546
ENSMODG00000017925	21.163655	16.35213	1.627774	4.528684	6.895015	0.467308
ENSMODG00000017926	1.703909	5.035002	1.210565	7.443672	11.991277	2.416026
ENSMODG00000017927	3.522915	8.969749	2.418826	7.324493	8.737695	1.077576
ENSMODG00000017928	2.324868	14.002646	1.669426	8.3059	12.22247	1.310047
ENSMODG00000017929	0.215247	0.101622	0.201573	1.27611	1.337439	0
ENSMODG00000017930	0	0	0	0	0	0
ENSMODG00000017932	0.208602	0.240305	0.116241	0.500827	0.542888	0.325099
ENSMODG00000017933	3.295392	0.05313	0.031322	3.339967	3.451704	0.116709
ENSMODG00000017934	0.917369	0.559491	0.697171	2.682732	4.416244	0.056311
ENSMODG00000017935	0	0	0.008733	0.02475	0.055559	0
ENSMODG00000017937	20.489898	73.027612	10.800349	39.187406	56.432827	7.345917
ENSMODG00000017938	4.303247	1.606524	0.744698	1.665323	0.940675	0.19881
ENSMODG00000017939	2.770663	7.925802	1.955738	8.889647	9.336983	1.578075
ENSMODG00000017940	0	2.815792	0	0	0	0
ENSMODG00000017941	19.793731	10.924011	17.219895	16.175578	10.971754	5.179576
ENSMODG00000017942	0	0.09009	0.899985	0.702524	3.294187	0
ENSMODG00000017943	0.152084	0.383051	0.014107	0.177155	0.209279	0
ENSMODG00000017944	25.163182	9.696627	15.154755	5.16163	0.819638	0.834616
ENSMODG00000017945	0.46843	3.583123	0.002422	65.083487	59.318676	0.079513
ENSMODG00000017946	11.517586	1.825821	12.670455	4.881746	8.396257	1.52352
ENSMODG00000017948	0.016391	0.168865	0.013563	50.471066	56.821682	0.156478
ENSMODG00000017949	14.082021	36.947366	7.215185	34.555603	47.994524	5.535031
ENSMODG00000017951	0.849976	4.231417	1.158747	3.978085	2.842344	0.447729
ENSMODG00000017952	16.906024	3.228229	15.376522	7.961265	10.477872	10.494579
ENSMODG00000017954	0.298334	0.059962	0	0	0	0.536386
ENSMODG00000017955	0	0	0	0	0	0
ENSMODG00000017956	0	4.200047	0	0.564456	0.079992	0
ENSMODG00000017960	0	0.491897	0.005708	0.175677	0.093314	0.034508
ENSMODG00000017966	2.723315	3.290391	1.343396	3.131091	3.738359	0.723158
ENSMODG00000017968	1.807219	2.668454	1.035294	7.14281	3.362925	0.308499
ENSMODG00000017969	0	24.893862	0	0	0.068267	0
ENSMODG00000017970	3.80902	4.475808	0.88699	37.237607	41.149775	1.863845
ENSMODG00000017971	14.429603	33.25149	1.862738	105.058644	46.466169	2.358897
ENSMODG00000017972	0.271259	0.267937	0.073901	0	0.114967	1.677073
ENSMODG00000017973	1.571182	18.394029	0.163078	4.778923	1.255906	0.037707
ENSMODG00000017974	4.386781	3.236233	4.342991	13.781596	23.033196	1.98073
ENSMODG00000017976	0.771579	255.488764	4.270266	24.145768	18.553099	0.223931
ENSMODG00000017977	1.187198	0.654892	0.581067	0.334625	0.980626	0.426768
ENSMODG00000017978	90.983823	60.034028	13.449474	14.970209	32.877389	40.658993
ENSMODG00000017979	0	0	0	0	0.201464	0
ENSMODG00000017981	0.065098	21.756027	0.006714	4.675025	6.548955	0.02436
ENSMODG00000017983	3.478503	3.055098	0.54739	3.204935	0.729665	1.356557
ENSMODG00000017985	0.096175	0.553569	0.009757	0.960036	0	0
ENSMODG00000017988	7.517637	4.350306	4.906927	28.88864	4.472513	945.965363
ENSMODG00000017989	1.264498	10.702731	0.522333	2.264964	1.605029	0.47417
ENSMODG00000017990	3.309983	22.711384	4.73798	6.819708	19.622576	3.178303
ENSMODG00000017991	13.17366	16.640488	5.52952	22.728606	18.241339	10.455249
ENSMODG00000017993	0.73919	17.07216	1.151542	3.728747	5.766367	0.643396
ENSMODG00000017994	2.060506	1.230244	2.764403	3.161004	18.490395	1.069888
ENSMODG00000017995	6.150784	18.058838	1.576719	10.381796	32.534806	1.67274
ENSMODG00000017996	1.545332	0.945004	1.473969	1.043168	1.733969	0.446521
ENSMODG00000017997	3.441784	87.875337	1.0948	10.911249	25.902402	0.877659
ENSMODG00000017998	0	0	0	0	0	0
ENSMODG00000017999	18.726544	48.727048	15.408291	67.379367	32.893401	9.178062
ENSMODG00000018000	2.295819	0.801368	5.047037	0.385249	0.43815	0.053629
ENSMODG00000018001	0	0	0	0	0	0
ENSMODG00000018002	0.042101	0	0.043258	0.048332	0.104298	0
ENSMODG00000018003	0	0	0	0	0	0
ENSMODG00000018004	0	0	0	0	0	0
ENSMODG00000018005	0	0.025714	0.01629	6.945422	0.093162	0
ENSMODG00000018006	0	0	0	0	0	0
ENSMODG00000018007	0.088635	0.0532	0.027409	1.79179	0.758795	0
ENSMODG00000018008	0	0	0	0	0	0
ENSMODG00000018010	1.396878	2.002559	1.569175	2.823085	3.181196	2.13781
ENSMODG00000018011	1.087102	0.939911	1.348179	1.20508	9.758994	0.16013
ENSMODG00000018012	7.98955	18.909834	4.077779	11.257553	9.306722	9.780443
ENSMODG00000018013	0	3.733334	0	0.380332	0.212024	0
ENSMODG00000018014	0.204274	3.206229	0.94269	24.748217	9.531363	0.119849
ENSMODG00000018016	1.519316	0.569488	1.469535	2.896109	1.908549	0.980866
ENSMODG00000018017	0.021304	3.675384	0.013097	0.097874	0	0
ENSMODG00000018019	0.321747	0.352786	0.21901	0.630551	1.36717	0.236547
ENSMODG00000018020	13.218639	9.264898	13.611432	17.448415	14.442818	5.819967
ENSMODG00000018021	11.933315	34.879649	7.909586	27.926096	55.267599	14.360106
ENSMODG00000018023	4.711035	2.012897	6.957701	4.029938	5.420423	1.192093
ENSMODG00000018024	24.622263	8.701048	22.763153	20.787135	18.166669	6.388643
ENSMODG00000018026	1.232653	1.43735	0	0	0	0.324195
ENSMODG00000018027	2.693058	4.356488	1.098619	4.095966	4.041696	1.702891
ENSMODG00000018028	0.856027	0.489568	0.602609	0.788609	1.051109	0.603617
ENSMODG00000018029	0.24612	1.834781	0.037638	0.112899	0.108485	0.15098
ENSMODG00000018030	0	0.117618	0	0.497446	0.278258	0
ENSMODG00000018031	3.311784	13.397314	8.117628	8.915854	24.765492	2.791817
ENSMODG00000018033	0.157411	0.308783	9.939464	2.170833	4.656312	0.042509
ENSMODG00000018034	0.626181	0	18.95436	1.673825	19.927952	0.227526
ENSMODG00000018035	0.050241	1.024789	0	0.057389	0.195482	0
ENSMODG00000018036	1.258116	7.682449	1.318777	3.181661	8.282485	0.270272
ENSMODG00000018037	0	0	0	0	0	0
ENSMODG00000018038	0	8.967826	0.074086	45.721031	110.787481	0
ENSMODG00000018040	31.121736	1.489602	0.360992	10.012228	6.662963	13.818883
ENSMODG00000018043	0.322762	0.255063	0	0	0.244893	0
ENSMODG00000018045	10.025819	10.250634	2.217922	30.46167	35.493218	7.567627
ENSMODG00000018047	5.949383	66.313677	0.621336	5.850115	9.663663	3.270539
ENSMODG00000018048	2.989298	4.537093	9.034554	7.686702	7.287706	0.946539
ENSMODG00000018051	0	0	0	0.106733	0.114454	0
ENSMODG00000018053	23.136953	3.230968	4.60177	44.677319	40.366884	4.072287
ENSMODG00000018054	8.132596	5.08502	0.97579	1.389653	17.87992	9.365591
ENSMODG00000018056	8.849077	6.887569	2.935618	2.027697	11.497221	9.466761
ENSMODG00000018058	40.610736	14.059139	1.521161	25.399352	76.022993	0.922529
ENSMODG00000018059	39.044334	12.966024	8.540054	4.004225	16.227066	28.360506
ENSMODG00000018060	0	0.519602	0.065951	0.623706	0.281989	0.083941
ENSMODG00000018063	26.192855	35.194135	31.833611	55.88482	70.997211	14.500933
ENSMODG00000018064	1.416647	16.842068	0.370975	2.454101	4.576381	0.958219
ENSMODG00000018065	0.050188	0.129295	0.008372	10.237067	20.896513	0.029727
ENSMODG00000018066	1726.478272	192.252915	1579.093694	2977.218161	5074.689982	1230.832091
ENSMODG00000018067	5.873663	44.401486	3.799688	25.645539	48.597051	4.859213
ENSMODG00000018068	3.038478	10.777038	1.024562	6.610812	7.627506	1.047734
ENSMODG00000018069	0.052434	0	0	0	0	0
ENSMODG00000018070	0.026736	69.760222	0.034053	0.021455	0.064762	0.017559
ENSMODG00000018072	0.129699	6.599758	0.168462	0.298723	0.235799	0.656015
ENSMODG00000018074	0	36.77535	0	0.115025	0	0
ENSMODG00000018075	0.099261	0	0	0.226113	0	0.148669
ENSMODG00000018077	6.085055	7.624449	2.91559	11.169356	12.378891	4.460282
ENSMODG00000018078	0.031957	0.002176	0.012933	0.072757	0.015312	0.045525
ENSMODG00000018079	0.080503	0	0	0.372643	0	0
ENSMODG00000018081	0	0	0	0	0.189921	0
ENSMODG00000018082	1.396377	4.837942	0.755455	1.436215	2.214413	1.235431
ENSMODG00000018083	0	2.792776	0	0	0	0
ENSMODG00000018084	2.276687	11.68848	1.20445	4.691124	1.206862	2.655857
ENSMODG00000018085	0	0	0.010342	0	0	0.109066
ENSMODG00000018086	0.375333	0.594747	0.048218	1.674204	3.32231	0.285701
ENSMODG00000018087	3.68208	0.362373	0	0	0	0
ENSMODG00000018088	0	0.108386	0	0.257114	0.047083	0
ENSMODG00000018089	0	4.114054	0.051264	0	0.027509	0
ENSMODG00000018090	17.205412	2.388276	4.323768	1.553262	0.52688	3.025795
ENSMODG00000018091	6.691824	5.005591	4.309559	10.799223	19.423051	7.939886
ENSMODG00000018092	3.343133	2.900199	2.585546	10.200963	21.116951	2.829329
ENSMODG00000018094	27.828125	72.434799	16.392061	44.284376	62.847438	11.721045
ENSMODG00000018095	5.235886	6.499828	5.095434	5.91368	9.276762	4.767671
ENSMODG00000018096	0.019106	0.641112	0.023374	69.524351	50.169001	0
ENSMODG00000018097	0.210374	7.457935	0.008189	0.231143	0	0.025339
ENSMODG00000018098	1.792372	2.48823	1.963964	3.249864	2.499859	1.101791
ENSMODG00000018099	1.582119	0.46209	0.658009	0.614254	1.210861	0.176241
ENSMODG00000018101	0.411267	24.444175	0.150516	1.573543	1.047988	0.065979
ENSMODG00000018103	16.0632	28.635477	8.366409	23.447849	58.317957	8.213703
ENSMODG00000018104	0	3.009921	0	0	0	0
ENSMODG00000018105	13.326847	19.714977	6.848774	26.115071	45.678221	4.873117
ENSMODG00000018107	0.176137	0.305211	0.202614	84.371892	164.414875	0.138953
ENSMODG00000018109	0.323058	0	0.243319	0.252714	0	0.165325
ENSMODG00000018110	24.609988	40.24421	12.951994	114.321508	113.31582	14.372461
ENSMODG00000018112	25.830088	97.691108	11.50665	44.382742	45.815205	23.826327
ENSMODG00000018113	131.743607	231.120179	85.581539	404.797865	676.302689	108.324179
ENSMODG00000018114	2.522446	1.88353	0.775784	2.640475	2.05814	3.203635
ENSMODG00000018115	15.823478	39.910206	9.9782	39.784091	43.255942	5.408475
ENSMODG00000018116	1.710754	0.813769	3.892156	2.253068	2.04158	0.875015
ENSMODG00000018117	0	0.910127	0	0	0.140827	0
ENSMODG00000018118	0.83331	1.181591	4.1166	3.859192	1.258834	0.222112
ENSMODG00000018119	0.378316	0.452672	0.790183	8.603767	5.770404	0.045172
ENSMODG00000018120	0	1.807304	0.060269	1.633705	0.142457	0.242614
ENSMODG00000018121	2.549938	0.635605	1.211696	3.144591	1.836897	0.724076
ENSMODG00000018122	0.132267	0.161437	0.018462	16.529854	5.733112	0.034156
ENSMODG00000018124	0.577612	50.405356	0.132793	0	0	0.408203
ENSMODG00000018127	0.212015	0.63948	0.211343	0.317763	0.238242	0.04554
ENSMODG00000018129	0.026109	0.897511	0.319651	1.920739	0.430443	0.111414
ENSMODG00000018130	3.576119	3.301115	5.009539	5.705484	6.563566	5.350709
ENSMODG00000018131	6.585783	2.657593	3.46993	8.160119	5.861371	2.644775
ENSMODG00000018132	0.286081	0.172361	0.151475	4.608096	0.577887	0.042262
ENSMODG00000018133	1.633676	1.634904	0.828831	3.011858	2.136497	1.712828
ENSMODG00000018134	0.330045	243.005694	0.294887	0.771573	0.408813	0
ENSMODG00000018136	0.766728	0.631782	0.371212	1.014947	1.937267	1.265123
ENSMODG00000018137	3.245746	15.623304	2.962555	5.956984	6.066911	4.035702
ENSMODG00000018139	0.071108	0.210918	0.163025	0.40986	0.24903	0.095452
ENSMODG00000018140	1.390436	3.719769	0.952682	0.818035	3.767612	0.582333
ENSMODG00000018141	8.899084	5.367136	1.859205	7.805543	28.296422	2.022828
ENSMODG00000018142	1.635236	1.925112	0.619285	0.35319	0.228825	2.572524
ENSMODG00000018145	0.420554	4.823675	0.186371	2.625815	22.552855	0.159823
ENSMODG00000018146	0.16417	27.794807	0.067575	2.095738	0.971447	0.498633
ENSMODG00000018147	0.115159	21.370763	0.088287	3.873843	0.60091	0.039855
ENSMODG00000018148	10.956485	67.399699	8.397106	52.5113	64.5218	5.994287
ENSMODG00000018150	1.503	0.062555	0.011831	7.786113	0.52243	0.013862
ENSMODG00000018151	250.434758	133.94936	321.962735	497.384207	590.664084	135.745097
ENSMODG00000018152	2.071068	17.171036	1.160074	9.093477	15.109006	0.552088
ENSMODG00000018153	0.187187	13.87653	0.037738	9.899326	1.173796	0.069014
ENSMODG00000018154	0.350394	5.973618	0.744246	177.340035	359.393301	0.175439
ENSMODG00000018155	0	0	0	0	0	0
ENSMODG00000018156	5.637131	0.679979	0.273834	3.65422	3.056759	4.109896
